1,1960784619393515521,2024-01-12,19:05:01,BRG4,79.56,1,B,401110
2,1960784619393515522,2024-01-12,19:05:01,BRG4,79.53,27,S,401110
3,1960784619393515523,2024-01-12,19:05:01,BRG4,79.52,1,S,401110
4,1960784619393515524,2024-01-12,19:05:01,BRG4,79.52,3,S,401110
5,1960784619393515525,2024-01-12,19:05:01,BRG4,79.52,24,S,401110
6,1960784619393515526,2024-01-12,19:05:01,BRG4,79.52,2,S,401110
7,1960784619393515527,2024-01-12,19:05:01,BRG4,79.51,27,S,401110
8,1960784619393515528,2024-01-12,19:05:01,BRG4,79.51,1,S,401110
9,1960784619393515529,2024-01-12,19:05:01,BRG4,79.50,25,S,401110
10,1960784619393515530,2024-01-12,19:05:01,BRG4,79.56,27,B,401056
11,1960784619393515531,2024-01-12,19:05:01,BRG4,79.56,2,B,401052
12,1960784619393515532,2024-01-12,19:05:01,BRG4,79.56,1,B,401050
13,1960784619393515533,2024-01-12,19:05:01,BRG4,79.56,5,S,401040
14,1960784619393515534,2024-01-12,19:05:02,BRG4,79.56,1,B,401040
15,1960784619393515535,2024-01-12,19:05:02,BRG4,79.57,27,B,400986
16,1960784619393515537,2024-01-12,19:05:02,BRG4,79.58,2,B,400986
17,1960784619393515541,2024-01-12,19:05:02,BRG4,79.57,1,B,400980
18,1960784619393515542,2024-01-12,19:05:02,BRG4,79.56,1,B,400978
19,1960784619393515544,2024-01-12,19:05:02,BRG4,79.57,1,B,400978
20,1960784619393515549,2024-01-12,19:05:02,BRG4,79.57,1,B,400976
21,1960784619393515553,2024-01-12,19:05:03,BRG4,79.56,2,B,400976
22,1960784619393515554,2024-01-12,19:05:04,BRG4,79.54,1,S,400974
23,1960784619393515555,2024-01-12,19:05:05,BRG4,79.52,1,S,400974
24,1960784619393515556,2024-01-12,19:05:05,BRG4,79.51,4,S,400974
25,1960784619393515557,2024-01-12,19:05:06,BRG4,79.52,4,B,400966
26,1960784619393515558,2024-01-12,19:05:06,BRG4,79.53,4,B,400958
27,1960784619393515559,2024-01-12,19:05:06,BRG4,79.53,27,B,400904
28,1960784619393515560,2024-01-12,19:05:06,BRG4,79.53,3,B,400900
29,1960784619393515561,2024-01-12,19:05:06,BRG4,79.53,3,S,400894
30,1960784619393515562,2024-01-12,19:05:07,BRG4,79.51,3,S,400892
31,1960784619393515563,2024-01-12,19:05:07,BRG4,79.51,2,S,400892
32,1960784619393515564,2024-01-12,19:05:07,BRG4,79.53,1,B,400890
33,1960784619393515567,2024-01-12,19:05:07,BRG4,79.53,1,B,400890
34,1960784619393515568,2024-01-12,19:05:07,BRG4,79.54,1,B,400890
35,1960784619393515569,2024-01-12,19:05:10,BRG4,79.54,1,S,400888
36,1960784619393515570,2024-01-12,19:05:10,BRG4,79.54,1,S,400886
37,1960784619393515571,2024-01-12,19:05:10,BRG4,79.54,3,S,400886
38,1960784619393515572,2024-01-12,19:05:10,BRG4,79.54,15,S,400886
39,1960784619393515573,2024-01-12,19:05:10,BRG4,79.54,2,S,400886
40,1960784619393515574,2024-01-12,19:05:10,BRG4,79.54,2,S,400886
41,1960784619393515575,2024-01-12,19:05:11,BRG4,79.54,1,S,400886
42,1960784619393515576,2024-01-12,19:05:15,BRG4,79.54,7,S,400886
43,1960784619393515577,2024-01-12,19:05:15,BRG4,79.54,8,S,400886
44,1960784619393515578,2024-01-12,19:05:16,BRG4,79.53,4,B,400878
45,1960784619393515579,2024-01-12,19:05:16,BRG4,79.53,1,B,400878
46,1960784619393515580,2024-01-12,19:05:16,BRG4,79.54,16,B,400846
47,1960784619393515581,2024-01-12,19:05:17,BRG4,79.55,1,B,400846
48,1960784619393515582,2024-01-12,19:05:17,BRG4,79.52,1,S,400846
49,1960784619393515583,2024-01-12,19:05:18,BRG4,79.53,1,B,400848
50,1960784619393515584,2024-01-12,19:05:18,BRG4,79.53,3,B,400854
51,1960784619393515586,2024-01-12,19:05:20,BRG4,79.53,1,S,400854
52,1960784619393515588,2024-01-12,19:05:23,BRG4,79.54,1,B,400854
53,1960784619393515589,2024-01-12,19:05:23,BRG4,79.54,4,B,400854
